datetime,updatedAt,estimationMethod,mix
2026-04-18T20:00:00.000Z,2026-05-21T02:49:38.299Z,MEASURED,"{'nuclear': 42641, 'geothermal': None, 'biomass': 1163.5, 'coal': 0, 'wind': 5687, 'solar': 0, 'hydro': 7471.5, 'gas': 297.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 2696.5}, 'battery storage': {'charge': None, 'discharge': 79.5}, 'flows': {'exports': 17685, 'imports': 0}}"
2026-04-18T21:00:00.000Z,2026-05-21T02:51:14.985Z,MEASURED,"{'nuclear': 42875.5, 'geothermal': None, 'biomass': 1163, 'coal': 0, 'wind': 6041, 'solar': 0, 'hydro': 7312.5, 'gas': 267, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 2483.5}, 'battery storage': {'charge': None, 'discharge': 11.5}, 'flows': {'exports': 17984, 'imports': 0}}"
2026-04-18T22:00:00.000Z,2026-05-21T02:49:47.497Z,MEASURED,"{'nuclear': 43074, 'geothermal': None, 'biomass': 1161.5, 'coal': 0, 'wind': 6242, 'solar': 0, 'hydro': 6640, 'gas': 241, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 1366}, 'battery storage': {'charge': None, 'discharge': 39}, 'flows': {'exports': 17730, 'imports': 0}}"
2026-04-18T23:00:00.000Z,2026-05-05T00:13:22.177Z,MEASURED,"{'nuclear': 42403, 'geothermal': None, 'biomass': 1160.5, 'coal': 0, 'wind': 6250.5, 'solar': 0, 'hydro': 6517.5, 'gas': 243, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 674}, 'battery storage': {'charge': None, 'discharge': 8.5}, 'flows': {'exports': 18337, 'imports': 0}}"
2026-04-19T00:00:00.000Z,2026-04-29T00:35:29.494Z,MEASURED,"{'nuclear': 42082.5, 'geothermal': None, 'biomass': 1156, 'coal': 0, 'wind': 5688, 'solar': 0, 'hydro': 5943, 'gas': 242, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 242.5, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 21.5}, 'flows': {'exports': 18253, 'imports': 0}}"
2026-04-19T01:00:00.000Z,2026-05-19T02:38:32.361Z,MEASURED,"{'nuclear': 41686, 'geothermal': None, 'biomass': 1159, 'coal': 0, 'wind': 5152.5, 'solar': 0, 'hydro': 5640.5, 'gas': 242.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1488, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 4}, 'flows': {'exports': 18240, 'imports': 0}}"
2026-04-19T02:00:00.000Z,2026-04-29T00:33:22.933Z,MEASURED,"{'nuclear': 41470.5, 'geothermal': None, 'biomass': 1160.5, 'coal': 0, 'wind': 4754, 'solar': 0, 'hydro': 5660, 'gas': 242, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1850.5, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 13.5}, 'flows': {'exports': 17986, 'imports': 0}}"
2026-04-19T03:00:00.000Z,2026-04-29T00:33:22.933Z,MEASURED,"{'nuclear': 41649.5, 'geothermal': None, 'biomass': 1159, 'coal': 0, 'wind': 4592, 'solar': 0, 'hydro': 5700.5, 'gas': 240, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1824.5, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 3}, 'flows': {'exports': 18026, 'imports': 0}}"
2026-04-19T04:00:00.000Z,2026-04-26T00:41:13.306Z,MEASURED,"{'nuclear': 42343, 'geothermal': None, 'biomass': 1158, 'coal': 0, 'wind': 4607.5, 'solar': 94.5, 'hydro': 5693, 'gas': 249.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1645, 'discharge': None}, 'battery storage': {'charge': 25.5, 'discharge': None}, 'flows': {'exports': 18114, 'imports': 0}}"
2026-04-19T05:00:00.000Z,2026-05-21T02:51:14.985Z,MEASURED,"{'nuclear': 42210, 'geothermal': None, 'biomass': 1141.5, 'coal': 0, 'wind': 4481, 'solar': 692.5, 'hydro': 5493.5, 'gas': 242.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1373.5, 'discharge': None}, 'battery storage': {'charge': 15.5, 'discharge': None}, 'flows': {'exports': 17675, 'imports': 0}}"
2026-04-19T06:00:00.000Z,2026-05-21T02:51:17.018Z,MEASURED,"{'nuclear': 41052, 'geothermal': None, 'biomass': 1165, 'coal': 0, 'wind': 3495.5, 'solar': 3341.5, 'hydro': 5481.5, 'gas': 243.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1761, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 106}, 'flows': {'exports': 16459, 'imports': 0}}"
2026-04-19T07:00:00.000Z,2026-05-21T02:51:14.985Z,MEASURED,"{'nuclear': 37063, 'geothermal': None, 'biomass': 1168, 'coal': 0, 'wind': 2429, 'solar': 7109.5, 'hydro': 4945.5, 'gas': 241, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2266, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 28.5}, 'flows': {'exports': 12889, 'imports': 105}}"
2026-04-19T08:00:00.000Z,2026-05-21T02:51:09.282Z,MEASURED,"{'nuclear': 36364, 'geothermal': None, 'biomass': 1166, 'coal': 0, 'wind': 1531.5, 'solar': 8903.5, 'hydro': 4827.5, 'gas': 243, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2205, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 100}, 'flows': {'exports': 12392, 'imports': 858}}"
2026-04-19T09:00:00.000Z,2026-04-26T00:41:31.985Z,MEASURED,"{'nuclear': 34973, 'geothermal': None, 'biomass': 1163, 'coal': 0, 'wind': 1669, 'solar': 11489, 'hydro': 4364.5, 'gas': 242, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2604.5, 'discharge': None}, 'battery storage': {'charge': 9.5, 'discharge': None}, 'flows': {'exports': 12067, 'imports': 1647}}"
2026-04-19T10:00:00.000Z,2026-04-26T00:41:13.306Z,MEASURED,"{'nuclear': 32410, 'geothermal': None, 'biomass': 1164, 'coal': 0, 'wind': 1934.5, 'solar': 13206.5, 'hydro': 4115.5, 'gas': 249.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2836.5, 'discharge': None}, 'battery storage': {'charge': 31, 'discharge': None}, 'flows': {'exports': 8956, 'imports': 642}}"
2026-04-19T11:00:00.000Z,2026-04-26T00:41:31.985Z,MEASURED,"{'nuclear': 31318.5, 'geothermal': None, 'biomass': 1163.5, 'coal': 0, 'wind': 1853, 'solar': 13538, 'hydro': 4046, 'gas': 246.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2853.5, 'discharge': None}, 'battery storage': {'charge': 21, 'discharge': None}, 'flows': {'exports': 9498, 'imports': 663}}"
2026-04-19T12:00:00.000Z,2026-04-29T00:35:29.494Z,MEASURED,"{'nuclear': 31408, 'geothermal': None, 'biomass': 1164, 'coal': 0, 'wind': 1676.5, 'solar': 13343.5, 'hydro': 4124.5, 'gas': 242.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2861.5, 'discharge': None}, 'battery storage': {'charge': 0, 'discharge': None}, 'flows': {'exports': 9583, 'imports': 0}}"
2026-04-19T13:00:00.000Z,2026-04-26T00:41:13.306Z,MEASURED,"{'nuclear': 31300.5, 'geothermal': None, 'biomass': 1156.5, 'coal': 0, 'wind': 1628, 'solar': 12564, 'hydro': 4097, 'gas': 241, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2449, 'discharge': None}, 'battery storage': {'charge': 18, 'discharge': None}, 'flows': {'exports': 10656, 'imports': 0}}"
2026-04-19T14:00:00.000Z,2026-04-26T00:41:13.306Z,MEASURED,"{'nuclear': 31574, 'geothermal': None, 'biomass': 1149, 'coal': 0, 'wind': 1633, 'solar': 10880.5, 'hydro': 4303.5, 'gas': 242, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1961, 'discharge': None}, 'battery storage': {'charge': 15, 'discharge': None}, 'flows': {'exports': 11278, 'imports': 125}}"
2026-04-19T15:00:00.000Z,2026-04-26T00:41:13.306Z,MEASURED,"{'nuclear': 31966, 'geothermal': None, 'biomass': 1145.5, 'coal': 0, 'wind': 2174, 'solar': 8684.5, 'hydro': 4900.5, 'gas': 238.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1693.5, 'discharge': None}, 'battery storage': {'charge': 24, 'discharge': None}, 'flows': {'exports': 12340, 'imports': 1031}}"
2026-04-19T16:00:00.000Z,2026-04-29T00:33:22.933Z,MEASURED,"{'nuclear': 33693.5, 'geothermal': None, 'biomass': 1150.5, 'coal': 0, 'wind': 3906, 'solar': 7221, 'hydro': 5411, 'gas': 244, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1103, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 15}, 'flows': {'exports': 12834, 'imports': 1450}}"
2026-04-19T17:00:00.000Z,2026-04-29T00:35:29.494Z,MEASURED,"{'nuclear': 38853, 'geothermal': None, 'biomass': 1167, 'coal': 0, 'wind': 4456.5, 'solar': 3043.5, 'hydro': 6305.5, 'gas': 243.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 575}, 'battery storage': {'charge': None, 'discharge': 14}, 'flows': {'exports': 13813, 'imports': 1069}}"
2026-04-19T18:00:00.000Z,2026-05-21T02:51:09.282Z,MEASURED,"{'nuclear': 41636.5, 'geothermal': None, 'biomass': 1169.5, 'coal': 0, 'wind': 5110.5, 'solar': 593.5, 'hydro': 6960, 'gas': 241.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 2856.5}, 'battery storage': {'charge': None, 'discharge': 189}, 'flows': {'exports': 16275, 'imports': 134}}"
2026-04-19T19:00:00.000Z,2026-05-21T02:49:50.583Z,MEASURED,"{'nuclear': 42386, 'geothermal': None, 'biomass': 1168.5, 'coal': 0, 'wind': 6153, 'solar': 0, 'hydro': 7089, 'gas': 243, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 3121}, 'battery storage': {'charge': None, 'discharge': 89}, 'flows': {'exports': 17917, 'imports': 0}}"
2026-04-19T20:00:00.000Z,2026-04-29T00:35:29.494Z,MEASURED,"{'nuclear': 43792.5, 'geothermal': None, 'biomass': 1165, 'coal': 0, 'wind': 6843, 'solar': 0, 'hydro': 6861.5, 'gas': 242, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 2720.5}, 'battery storage': {'charge': 10, 'discharge': None}, 'flows': {'exports': 18487, 'imports': 0}}"
2026-04-19T21:00:00.000Z,2026-04-29T00:33:22.933Z,MEASURED,"{'nuclear': 44559.5, 'geothermal': None, 'biomass': 1166, 'coal': 0, 'wind': 7172.5, 'solar': 0, 'hydro': 6806.5, 'gas': 243.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 1286.5}, 'battery storage': {'charge': 11, 'discharge': None}, 'flows': {'exports': 18370, 'imports': 0}}"
2026-04-19T22:00:00.000Z,2026-05-21T02:49:44.626Z,MEASURED,"{'nuclear': 43958, 'geothermal': None, 'biomass': 1165.5, 'coal': 0, 'wind': 7245.5, 'solar': 0, 'hydro': 6037, 'gas': 257, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 141.5}, 'battery storage': {'charge': None, 'discharge': 43}, 'flows': {'exports': 17864, 'imports': 0}}"
2026-04-19T23:00:00.000Z,2026-04-29T00:33:22.933Z,MEASURED,"{'nuclear': 44438.5, 'geothermal': None, 'biomass': 1170.5, 'coal': 0, 'wind': 7130, 'solar': 0, 'hydro': 5757.5, 'gas': 241.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 591.5, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 1.5}, 'flows': {'exports': 18233, 'imports': 0}}"
2026-04-20T00:00:00.000Z,2026-05-21T02:51:09.282Z,MEASURED,"{'nuclear': 42805.5, 'geothermal': None, 'biomass': 1170.5, 'coal': 0, 'wind': 6607.5, 'solar': 0, 'hydro': 5609, 'gas': 253.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1391.5, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 19}, 'flows': {'exports': 17662, 'imports': 0}}"
2026-04-20T01:00:00.000Z,2026-05-20T02:41:27.703Z,MEASURED,"{'nuclear': 41791, 'geothermal': None, 'biomass': 1171.5, 'coal': 0, 'wind': 6113, 'solar': 0, 'hydro': 5533, 'gas': 246.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1969.5, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 17.5}, 'flows': {'exports': 17194, 'imports': 0}}"
2026-04-20T02:00:00.000Z,2026-05-21T02:49:38.299Z,MEASURED,"{'nuclear': 41936, 'geothermal': None, 'biomass': 1170.5, 'coal': 0, 'wind': 5933, 'solar': 0, 'hydro': 5557.5, 'gas': 265, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2006, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 11}, 'flows': {'exports': 17231, 'imports': 0}}"
2026-04-20T03:00:00.000Z,2026-05-21T02:49:50.583Z,MEASURED,"{'nuclear': 43040.5, 'geothermal': None, 'biomass': 1171, 'coal': 0, 'wind': 5814, 'solar': 0, 'hydro': 5683.5, 'gas': 248.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 478, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 49.5}, 'flows': {'exports': 17497, 'imports': 0}}"
2026-04-20T04:00:00.000Z,2026-04-29T00:35:29.494Z,MEASURED,"{'nuclear': 44868, 'geothermal': None, 'biomass': 1167, 'coal': 0, 'wind': 5787, 'solar': 97.5, 'hydro': 6041.5, 'gas': 252, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 1934.5}, 'battery storage': {'charge': 7.5, 'discharge': None}, 'flows': {'exports': 17697, 'imports': 0}}"
2026-04-20T05:00:00.000Z,2026-05-21T02:51:09.282Z,MEASURED,"{'nuclear': 44785, 'geothermal': None, 'biomass': 1167, 'coal': 0, 'wind': 5963.5, 'solar': 777.5, 'hydro': 6780, 'gas': 259.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 2821}, 'battery storage': {'charge': 5.5, 'discharge': None}, 'flows': {'exports': 17077, 'imports': 0}}"
2026-04-20T06:00:00.000Z,2026-05-21T02:51:14.985Z,MEASURED,"{'nuclear': 43639.5, 'geothermal': None, 'biomass': 1169, 'coal': 0, 'wind': 5238.5, 'solar': 3531, 'hydro': 6726, 'gas': 254, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 2873.5}, 'battery storage': {'charge': None, 'discharge': 180}, 'flows': {'exports': 15772, 'imports': 0}}"
2026-04-20T07:00:00.000Z,2026-04-29T00:33:22.933Z,MEASURED,"{'nuclear': 41598.5, 'geothermal': None, 'biomass': 1166, 'coal': 0, 'wind': 4379, 'solar': 7973, 'hydro': 5926.5, 'gas': 297, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 1436}, 'battery storage': {'charge': None, 'discharge': 16}, 'flows': {'exports': 14774, 'imports': 0}}"
2026-04-20T08:00:00.000Z,2026-04-29T00:35:29.494Z,MEASURED,"{'nuclear': 40206, 'geothermal': None, 'biomass': 1164, 'coal': 0, 'wind': 4638.5, 'solar': 12335, 'hydro': 5345.5, 'gas': 300, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1166, 'discharge': None}, 'battery storage': {'charge': 17.5, 'discharge': None}, 'flows': {'exports': 15266, 'imports': 0}}"
2026-04-20T09:00:00.000Z,2026-04-29T00:35:29.494Z,MEASURED,"{'nuclear': 38081.5, 'geothermal': None, 'biomass': 1161.5, 'coal': 0, 'wind': 5055.5, 'solar': 15685.5, 'hydro': 4677, 'gas': 300.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2372.5, 'discharge': None}, 'battery storage': {'charge': 7.5, 'discharge': None}, 'flows': {'exports': 14830, 'imports': 0}}"
2026-04-20T10:00:00.000Z,2026-05-21T02:51:17.018Z,MEASURED,"{'nuclear': 36262, 'geothermal': None, 'biomass': 1160.5, 'coal': 0, 'wind': 5232.5, 'solar': 17790, 'hydro': 4471, 'gas': 331, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2584.5, 'discharge': None}, 'battery storage': {'charge': 11.5, 'discharge': None}, 'flows': {'exports': 14524, 'imports': 0}}"
2026-04-20T11:00:00.000Z,2026-04-29T00:33:22.933Z,MEASURED,"{'nuclear': 35120.5, 'geothermal': None, 'biomass': 1159.5, 'coal': 0, 'wind': 4956, 'solar': 18399.5, 'hydro': 4254.5, 'gas': 368.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2571.5, 'discharge': None}, 'battery storage': {'charge': 26.5, 'discharge': None}, 'flows': {'exports': 14465, 'imports': 0}}"
2026-04-20T12:00:00.000Z,2026-05-21T02:51:09.282Z,MEASURED,"{'nuclear': 35695.5, 'geothermal': None, 'biomass': 1166.5, 'coal': 0, 'wind': 4821, 'solar': 17874, 'hydro': 4405.5, 'gas': 375, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2590, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 15}, 'flows': {'exports': 14778, 'imports': 0}}"
2026-04-20T13:00:00.000Z,2026-04-29T00:35:29.494Z,MEASURED,"{'nuclear': 35487.5, 'geothermal': None, 'biomass': 1159.5, 'coal': 0, 'wind': 4952, 'solar': 16936.5, 'hydro': 4691, 'gas': 364, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2428.5, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 7.5}, 'flows': {'exports': 15459, 'imports': 0}}"
2026-04-20T14:00:00.000Z,2026-04-29T00:33:22.933Z,MEASURED,"{'nuclear': 35665.5, 'geothermal': None, 'biomass': 1161, 'coal': 0, 'wind': 4962, 'solar': 14578, 'hydro': 5126.5, 'gas': 358, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1937, 'discharge': None}, 'battery storage': {'charge': 26, 'discharge': None}, 'flows': {'exports': 16279, 'imports': 0}}"
2026-04-20T15:00:00.000Z,2026-04-29T00:33:22.933Z,MEASURED,"{'nuclear': 35803.5, 'geothermal': None, 'biomass': 1174.5, 'coal': 0, 'wind': 5126, 'solar': 11612, 'hydro': 5547, 'gas': 346, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1265.5, 'discharge': None}, 'battery storage': {'charge': 0.5, 'discharge': None}, 'flows': {'exports': 15785, 'imports': 0}}"
2026-04-20T16:00:00.000Z,2026-05-21T02:51:14.985Z,MEASURED,"{'nuclear': 38716, 'geothermal': None, 'biomass': 1163.5, 'coal': 0, 'wind': 6508.5, 'solar': 7403, 'hydro': 6101, 'gas': 362.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 353}, 'battery storage': {'charge': 5, 'discharge': None}, 'flows': {'exports': 15248, 'imports': 0}}"
2026-04-20T17:00:00.000Z,2026-04-29T00:33:22.933Z,MEASURED,"{'nuclear': 41999.5, 'geothermal': None, 'biomass': 1166, 'coal': 0, 'wind': 7633.5, 'solar': 3049, 'hydro': 6769, 'gas': 386.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 2710.5}, 'battery storage': {'charge': 5, 'discharge': None}, 'flows': {'exports': 16481, 'imports': 0}}"
2026-04-20T18:00:00.000Z,2026-05-21T02:51:12.160Z,MEASURED,"{'nuclear': 43279, 'geothermal': None, 'biomass': 1163.5, 'coal': 0, 'wind': 8180.5, 'solar': 596.5, 'hydro': 6980, 'gas': 380, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 3190}, 'battery storage': {'charge': None, 'discharge': 160.5}, 'flows': {'exports': 17161, 'imports': 0}}"
2026-04-20T19:00:00.000Z,2026-04-29T00:33:22.933Z,MEASURED,"{'nuclear': 43303.5, 'geothermal': None, 'biomass': 1159, 'coal': 0, 'wind': 9248, 'solar': 0, 'hydro': 6739, 'gas': 349.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 2751}, 'battery storage': {'charge': None, 'discharge': 8}, 'flows': {'exports': 17596, 'imports': 0}}"
2026-04-20T20:00:00.000Z,2026-05-21T02:49:47.497Z,MEASURED,"{'nuclear': 42344, 'geothermal': None, 'biomass': 1159, 'coal': 0, 'wind': 10081, 'solar': 0, 'hydro': 6329, 'gas': 358.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 2494.5}, 'battery storage': {'charge': None, 'discharge': 29.5}, 'flows': {'exports': 16764, 'imports': 0}}"
2026-04-20T21:00:00.000Z,2026-04-29T00:35:29.494Z,MEASURED,"{'nuclear': 43310, 'geothermal': None, 'biomass': 1164, 'coal': 0, 'wind': 10117, 'solar': 0, 'hydro': 5993, 'gas': 381, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 2315.5}, 'battery storage': {'charge': None, 'discharge': 0.5}, 'flows': {'exports': 17459, 'imports': 0}}"
2026-04-20T22:00:00.000Z,2026-05-21T02:51:12.160Z,MEASURED,"{'nuclear': 43583.5, 'geothermal': None, 'biomass': 1164.5, 'coal': 0, 'wind': 9710, 'solar': 0, 'hydro': 5576.5, 'gas': 390, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 1184}, 'battery storage': {'charge': None, 'discharge': 65.5}, 'flows': {'exports': 17649, 'imports': 0}}"
2026-04-20T23:00:00.000Z,2026-05-21T02:49:47.497Z,MEASURED,"{'nuclear': 43780, 'geothermal': None, 'biomass': 1166.5, 'coal': 0, 'wind': 9337.5, 'solar': 0, 'hydro': 5334, 'gas': 369, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 319, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 31.5}, 'flows': {'exports': 17595, 'imports': 0}}"
2026-04-21T00:00:00.000Z,2026-05-21T02:49:41.539Z,MEASURED,"{'nuclear': 43639, 'geothermal': None, 'biomass': 1171, 'coal': 0, 'wind': 8798, 'solar': 0, 'hydro': 5420.5, 'gas': 367.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1343.5, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 19.5}, 'flows': {'exports': 17374, 'imports': 0}}"
2026-04-21T01:00:00.000Z,2026-05-21T02:51:17.018Z,MEASURED,"{'nuclear': 42667.5, 'geothermal': None, 'biomass': 1171.5, 'coal': 0, 'wind': 8363.5, 'solar': 0, 'hydro': 5480, 'gas': 383, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2127.5, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 71}, 'flows': {'exports': 17319, 'imports': 0}}"
2026-04-21T02:00:00.000Z,2026-04-29T00:33:22.933Z,MEASURED,"{'nuclear': 42259, 'geothermal': None, 'biomass': 1171, 'coal': 0, 'wind': 8675, 'solar': 0, 'hydro': 5479, 'gas': 405, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2217, 'discharge': None}, 'battery storage': {'charge': 12, 'discharge': None}, 'flows': {'exports': 17280, 'imports': 0}}"
2026-04-21T03:00:00.000Z,2026-04-29T00:33:22.933Z,MEASURED,"{'nuclear': 42968, 'geothermal': None, 'biomass': 1173, 'coal': 0, 'wind': 8718.5, 'solar': 0, 'hydro': 5758.5, 'gas': 409.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 923, 'discharge': None}, 'battery storage': {'charge': 32, 'discharge': None}, 'flows': {'exports': 17480, 'imports': 0}}"
2026-04-21T04:00:00.000Z,2026-05-21T02:49:47.497Z,MEASURED,"{'nuclear': 44340.5, 'geothermal': None, 'biomass': 1169.5, 'coal': 0, 'wind': 8453.5, 'solar': 103, 'hydro': 6161.5, 'gas': 474.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 1568}, 'battery storage': {'charge': None, 'discharge': 55.5}, 'flows': {'exports': 17746, 'imports': 0}}"
2026-04-21T05:00:00.000Z,2026-05-21T02:49:44.626Z,MEASURED,"{'nuclear': 45075, 'geothermal': None, 'biomass': 1167, 'coal': 0, 'wind': 8133, 'solar': 809.5, 'hydro': 6349.5, 'gas': 511, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 2358}, 'battery storage': {'charge': None, 'discharge': 188.5}, 'flows': {'exports': 16844, 'imports': 0}}"
2026-04-21T06:00:00.000Z,2026-05-21T02:49:50.583Z,MEASURED,"{'nuclear': 45176.5, 'geothermal': None, 'biomass': 1167, 'coal': 0, 'wind': 7076.5, 'solar': 3936.5, 'hydro': 6097, 'gas': 531, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 1714}, 'battery storage': {'charge': None, 'discharge': 26.5}, 'flows': {'exports': 16219, 'imports': 0}}"
2026-04-21T07:00:00.000Z,2026-04-29T00:33:22.933Z,MEASURED,"{'nuclear': 43679, 'geothermal': None, 'biomass': 1153.5, 'coal': 0, 'wind': 6110.5, 'solar': 8654.5, 'hydro': 5398.5, 'gas': 509.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': None, 'discharge': 223}, 'battery storage': {'charge': 46.5, 'discharge': None}, 'flows': {'exports': 16574, 'imports': 0}}"
2026-04-21T08:00:00.000Z,2026-04-29T00:35:29.494Z,MEASURED,"{'nuclear': 40452, 'geothermal': None, 'biomass': 1129.5, 'coal': 0, 'wind': 6255, 'solar': 13477.5, 'hydro': 5050.5, 'gas': 534, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1938, 'discharge': None}, 'battery storage': {'charge': 34.5, 'discharge': None}, 'flows': {'exports': 16184, 'imports': 0}}"
2026-04-21T09:00:00.000Z,2026-05-21T02:49:50.583Z,MEASURED,"{'nuclear': 39402.5, 'geothermal': None, 'biomass': 1130.5, 'coal': 0, 'wind': 5256.5, 'solar': 13008, 'hydro': 4673.5, 'gas': 517.5, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 1681, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 127}, 'flows': {'exports': 14197, 'imports': 0}}"
2026-04-21T10:00:00.000Z,2026-05-21T02:49:50.583Z,MEASURED,"{'nuclear': 37220, 'geothermal': None, 'biomass': 1131.5, 'coal': 0, 'wind': 5838.5, 'solar': 14397, 'hydro': 4456.5, 'gas': 556, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2459.5, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 24.5}, 'flows': {'exports': 13274, 'imports': 0}}"
2026-04-21T11:00:00.000Z,2026-04-29T00:33:22.933Z,MEASURED,"{'nuclear': 35557, 'geothermal': None, 'biomass': 1137.5, 'coal': 0, 'wind': 5905, 'solar': 14858, 'hydro': 4446.5, 'gas': 581, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2406, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 7}, 'flows': {'exports': 13326, 'imports': 0}}"
2026-04-21T12:00:00.000Z,2026-05-21T02:51:17.018Z,MEASURED,"{'nuclear': 35321.5, 'geothermal': None, 'biomass': 1153, 'coal': 0, 'wind': 5900.5, 'solar': 14531.5, 'hydro': 4610, 'gas': 573, 'oil': 36, 'unknown': None, 'hydro storage': {'charge': 2242, 'discharge': None}, 'battery storage': {'charge': None, 'discharge': 102}, 'flows': {'exports': 12137, 'imports': 0}}"
